TeamID,TeamName,SportName,LevelName,Strength,TravelLimit,Site,SubSite,BillTo,HighSchool
3049,TAR-KILL SOCCER CLUB CHELSEA 2014,Soccer,U-9,5,999,TARKILL-STERLING HS,S1,Not Set,Not Set
2803,TAR-KILL SOCCER CLUB KNIGHTS 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Set
2806,TAR-KILL SOCCER CLUB LIVERPOOL 2012,Soccer,U-11,5,999,TARKILL-STERLING HS,F2,Not Set,Not Set
2921,TAR-KILL SOCCER CLUB SPURS 2014 ,Soccer,U-9,5,999,TARKILL-STERLING HS,S1,Not Set,Not Set
3326,TAR-KILL SOCCER CLUB TARKILL 2011,Soccer,U-12,5,999,TARKILL-STERLING HS,F2,Not Set,Not Set
3219,TAR-KILL SOCCER CLUB TARKILL 2015 BLUES,Soccer,U-8,5,999,Not Set,Not Set,Not Set,Not Set
3386,TAR-KILL SOCCER CLUB TARKILL BARCELONA,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Set
3248,TAR-KILL SOCCER CLUB TARKILL BLUE DEVILS 2009,Soccer,U-14,5,999,TARKILL-STERLING HS,F1,Not Set,Not Set
3395,TAR-KILL SOCCER CLUB TARKILL BLUE DRAGONS,Soccer,U-15,5,999,Not Set,Not Set,Not Set,Not Set
3468,TAR-KILL SOCCER CLUB TARKILL CHELSEA 2014,Soccer,U-9,5,999,Not Set,Not Set,Not Set,Not Set
3482,TAR-KILL SOCCER CLUB TARKILL KNIGHTS 2013,Soccer,U-10,5,999,TARKILL-STERLING HS,S1,Not Set,Not Set
3247,TAR-KILL SOCCER CLUB TARKILL LIVERPOOL 2012,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Set
2883,TAR-KILL SOCCER CLUB TITANS 2010,Soccer,U-13,5,999,Not Set,Not Set,Not Set,Not Set
2898,TAR-KILL SOCCER CLUBTARKILL RAPTORS 2011,Soccer,U-12,5,999,TARKILL-STERLING HS,F2,Not Set,Not Set
3465,TBAA  BENGALS 2012,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Set
3207,TBAA  COSMOS 2005,Soccer,U-19,5,999,Not Set,Not Set,Not Set,Not Set
3332,TBAA  DYNAMO 2010,Soccer,U-13,5,999,Not Set,Not Set,Not Set,Not Set
3234,TBAA  JAGUARS 2012,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Set
3425,TBAA  OUTLAWS 2014,Soccer,U-9,5,999,Not Set,Not Set,Not Set,Not Set
3302,TBAA  REVOLUTION 2014,Soccer,U-9,5,999,Not Set,Not Set,Not Set,Not Set
3365,TBAA  REVOLUTION 2015,Soccer,U-8,5,999,Not Set,Not Set,Not Set,Not Set
3299,TBAA  STORM 2009,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set
3313,TBAA  TITANS 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
3423,TBAA  UNION 2013,Soccer,U-10,5,999,TBAA-VALLEY BROOK,S7,Not Set,Not Set
2906,TBAA BENGALS 2012,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Set
2602,TBAA COSMOS 2005,Soccer,U-19,5,999,TBAA-VALLEY BROOK,F2,Not Set,Not Listed
2377,TBAA DYNAMO 2010,Soccer,U-13,5,999,Not Set,Not Set,Not Set,Not Listed
2305,TBAA JAGUARS 2012,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Listed
3097,TBAA LIGHTNING EDP/G,Soccer,U-12,5,999,TBAA-VALLEY BROOK,F1,Not Set,Not Set
3145,TBAA MINIONS EDP/G,Soccer,U-14,5,999,TBAA-VALLEY BROOK,F1,Not Set,Not Set
3131,TBAA MINIONS NJYS PRES CUP/G,Soccer,U-14,5,999,TBAA-VALLEY BROOK,F1,Not Set,Not Set
2595,TBAA MUSTANGS 2007,Soccer,U-16,5,999,Not Set,Not Set,Not Set,Not Listed
2246,TBAA OUTLAWS 2014,Soccer,U-9,5,999,Not Set,Not Set,Not Set,Not Listed
2822,TBAA OUTLAWS 2015,Soccer,U-8,5,999,TBAA-VALLEY BROOK,S7,Not Set,Not Set
2765,TBAA RAMPAGE 2004,Soccer,U-19,5,999,Not Set,Not Set,Not Set,Not Set
3019,TBAA REVOLUTION 2014,Soccer,U-9,5,999,Not Set,Not Set,Not Set,Not Set
3038,TBAA REVOLUTION 2015,Soccer,U-8,5,999,Not Set,Not Set,Not Set,Not Set
2664,TBAA STORM 2009,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Listed
2515,TBAA TITANS 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Listed
2247,TBAA UNION 2013,Soccer,U-10,5,999,TBAA-VALLEY BROOK,S7,Not Set,Not Listed
3143,THE SOCCER ACADEMY EDP/B,Soccer,U-15,5,999,Not Set,Not Set,Not Set,Not Set
3174,TOMS RIVER EDP/G,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
3115,TOMS RIVER EDP/G,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set
3132,TOMS RIVER NJYS PRES CUP/G,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set
3280,UPPER TOWNSHIP SA  AVALANCHE 2009,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set
3498,UPPER TOWNSHIP SA  FORCE GREEN 2012,Soccer,U-11,5,999,UPPER TWP-Amanda's Field Complex,S9,Not Set,Not Set
3352,UPPER TOWNSHIP SA  HURRICANES GREEN 2014,Soccer,U-9,5,999,UPPER TWP-Amanda's Field Complex,S7,Not Set,Not Set
3311,UPPER TOWNSHIP SA  HURRICANES WHITE 2014,Soccer,U-9,5,999,Not Set,Not Set,Not Set,Not Set
3264,UPPER TOWNSHIP SA  RIPTIDE 2010,Soccer,U-13,5,999,UPPER TWP-Amanda's Field Complex,F1,Not Set,Not Set
3417,UPPER TOWNSHIP SA  ROLLING THUNDER 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Set
3399,UPPER TOWNSHIP SA  SUPER SONICS 2015,Soccer,U-8,5,999,UPPER TWP-Amanda's Field Complex,S7,Not Set,Not Set
3377,UPPER TOWNSHIP SA  TSUNAMIS 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
2354,UPPER TOWNSHIP SA AVALANCHE 2009,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Listed
2261,UPPER TOWNSHIP SA FORCE GREEN 2012,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Listed
2490,UPPER TOWNSHIP SA HURRICANES 2014,Soccer,U-9,5,999,UPPER TWP-Amanda's Field Complex,S7,Not Set,Not Listed
3056,UPPER TOWNSHIP SA HURRICANES WHITE 2014,Soccer,U-9,5,999,Not Set,Not Set,Not Set,Not Set
2608,UPPER TOWNSHIP SA RIPTIDE 2010,Soccer,U-13,5,999,Not Set,Not Set,Not Set,Not Listed
2292,UPPER TOWNSHIP SA ROLLING THUNDER 2013,Soccer,U-10,5,999,UPPER TWP-Amanda's Field Complex,S7,Not Set,Not Listed
2899,UPPER TOWNSHIP SA SUPER SONICS 2015,Soccer,U-8,5,999,UPPER TWP-Amanda's Field Complex,S7,Not Set,Not Set
2631,UPPER TOWNSHIP SA TSUNAMIS 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Listed
2952,VINELAND SA BLAST 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Set
2307,VINELAND SA FURY 2012,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Listed
2273,VINELAND SA JERSEY BOYZ 2012,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Listed
3063,VINELAND SA LIVERPOOL 2015,Soccer,U-8,5,999,Not Set,Not Set,Not Set,Not Set
2507,VINELAND SA REBELS 2010,Soccer,U-13,5,999,Not Set,Not Set,Not Set,Not Listed
2404,VINELAND SA STRIKERS 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Listed
2445,VINELAND SA UNITED 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Listed
3351,VINELAND SA VIKINGS 2008,Soccer,U-15,5,999,Not Set,Not Set,Not Set,Not Set
3499,VINELAND SA VINELAND LIVERPOOL 2015,Soccer,U-8,5,999,VINELAND SA,S7,Not Set,Not Set
3387,VINELAND SA VINELAND TERMINATORS 2014,Soccer,U-9,5,999,VINELAND SA,S7,Not Set,Not Set
2747,VINELAND SAVINELAND VIKINGS 2008,Soccer,U-15,5,999,Not Set,Not Set,Not Set,Not Set
2941,VOORHEES SA A TEAM 2015 ,Soccer,U-8,5,999,VOORHEES-Echelon Complex,S7,Not Set,Not Set
2583,VOORHEES SA AMBUSH 2009,Soccer,U-14,5,999,VOORHEES-EASTERN HS,F1,Not Set,Not Listed
2694,VOORHEES SA ATTACK 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Listed
3440,VOORHEES SA AVATAR 2008,Soccer,U-15,5,999,Not Set,Not Set,Not Set,Not Set
3062,VOORHEES SA B TEAM 2015 ,Soccer,U-8,5,999,VOORHEES-Echelon Complex,S7,Not Set,Not Set
2691,VOORHEES SA BLACK CATS 2007,Soccer,U-16,5,999,VOORHEES-EASTERN HS,F1,Not Set,Not Listed
3519,VOORHEES SA BLACK CATS 2007,Soccer,U-17,5,999,Not Set,Not Set,Not Set,Not Set
2417,VOORHEES SA BLUES 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Listed
2897,VOORHEES SA C TEAM 2014 ,Soccer,U-9,5,999,Not Set,Not Set,Not Set,Not Set
3516,VOORHEES SA COBRAS 2015,Soccer,U-8,5,999,Not Set,Not Set,Not Set,Not Set
2360,VOORHEES SA FORCE 2012,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Listed
2291,VOORHEES SA FURY 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Listed
2890,VOORHEES SA KNIGHTS 2014,Soccer,U-9,5,999,Not Set,Not Set,Not Set,Not Set
2856,VOORHEES SA LIGHTNING 2014,Soccer,U-9,5,999,Not Set,Not Set,Not Set,Not Set
2613,VOORHEES SA PREDATORS 2013,Soccer,U-10,5,999,VOORHEES-Echelon Complex,S7,Not Set,Not Listed
2729,VOORHEES SA RAPTORS 2013,Soccer,U-10,5,999,VOORHEES-Echelon Complex,S7,Not Set,Not Set
2622,VOORHEES SA THUNDER 2010,Soccer,U-13,5,999,VOORHEES-EASTERN HS,F1,Not Set,Not Listed
3520,VOORHEES SA VIKINGS 2014,Soccer,U-9,5,999,VOORHEES-Echelon Complex,S7,Not Set,Not Set
2585,VOORHEES SA WARRIORS 2010,Soccer,U-13,5,999,VOORHEES-EASTERN HS,F1,Not Set,Not Listed
2757,VOORHEES SAVOORHEES AVATAR 2008,Soccer,U-15,5,999,Not Set,Not Set,Not Set,Not Set
3147,VSA BERSERKERS EDP/B,Soccer,U-13,5,999,VOORHEES-Echelon Complex,F1,Not Set,Not Set
3087,VSA GALAXY EDP/G,Soccer,U-15,5,999,VOORHEES-EASTERN HS,F1,Not Set,Not Set
3110,VSA VENOM EDP/B,Soccer,U-15,5,999,VOORHEES-EASTERN HS,F1,Not Set,Not Set
3085,VSA WILDCATS EDP/G,Soccer,U-14,5,999,VOORHEES-EASTERN HS,F1,Not Set,Not Set
3112,VSA WOLFPACK EDP/B,Soccer,U-14,5,999,VOORHEES-EASTERN HS,F1,Not Set,Not Set
3113,WALL EDP/B,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set
3186,WALL EDP/G,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set
3144,WALL ELITE EDP/G,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
3107,WARRINGTON EDP/G,Soccer,U-13,5,999,Not Set,Not Set,Not Set,Not Set
3135,WASH UNITED NJYS CHALLENGE CUP/G,Soccer,U-14,5,999,WASHINGTON TWP-WASH LAKE PARK,F1,Not Set,Not Set
3001,WASHINGTON TWP SOCCER CLUB BLUE 2014,Soccer,U-9,5,999,WASHINGTON TWP. - Levy Fields (Virtua),WASHINGTON TWP. - VIRTUA S7,Not Set,Not Set
2916,WASHINGTON TWP SOCCER CLUB BLUE 2015,Soccer,U-8,5,999,Not Set,Not Set,Not Set,Not Set
2907,WASHINGTON TWP SOCCER CLUB DAREDEVILS 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Set
2871,WASHINGTON TWP SOCCER CLUB GLADIATORS 2009,Soccer,U-14,5,999,WASHINGTON TWP-WASH LAKE PARK,F3,Not Set,Not Set
2995,WASHINGTON TWP SOCCER CLUB LIGHTNING 2011,Soccer,U-12,5,999,WASHINGTON TWP-WASH LAKE PARK,S7,Not Set,Not Set
2862,WASHINGTON TWP SOCCER CLUB MINUTEMEN 2008,Soccer,U-15,5,999,Not Set,Not Set,Not Set,Not Set
2734,WASHINGTON TWP SOCCER CLUB PREDATORS 2012,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Set
2888,WASHINGTON TWP SOCCER CLUB RAPTORS 2013,Soccer,U-10,5,999,WASHINGTON TWP. - Levy Fields (Virtua),WASHINGTON TWP. - VIRTUA S7,Not Set,Not Set
2808,WASHINGTON TWP SOCCER CLUB RED 2014,Soccer,U-9,5,999,WASHINGTON TWP. - Levy Fields (Virtua),WASHINGTON TWP. - VIRTUA S7,Not Set,Not Set
3073,WASHINGTON TWP SOCCER CLUB RED 2015,Soccer,U-8,5,999,Not Set,Not Set,Not Set,Not Set
2790,WASHINGTON TWP SOCCER CLUB REGULATORS 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
2973,WASHINGTON TWP SOCCER CLUB RENEGADES 2010,Soccer,U-13,5,999,Not Set,Not Set,Not Set,Not Set
2772,WASHINGTON TWP SOCCER CLUB REVOLUTION 2010,Soccer,U-13,5,999,Not Set,Not Set,Not Set,Not Set
2762,WASHINGTON TWP SOCCER CLUB SPARTANS 2007,Soccer,U-16,5,999,WASHINGTON TWP-WASH LAKE PARK,F3,Not Set,Not Set
3289,WASHINGTON TWP SOCCER CLUB WASHINGTON TWP WHITE WA,Soccer,U-9,5,999,WASHINGTON TWP- H.S.,S7.2,Not Set,Not Listed
2892,WASHINGTON TWP SOCCER CLUB WHITE 2014,Soccer,U-9,5,999,Not Set,Not Set,Not Set,Not Set
3126,WASHINGTON UNITED EDP/B,Soccer,U-11,5,999,WASHINGTON TWP-WASH LAKE PARK,F1,Not Set,Not Set
3089,WASHINGTON UNITED EDP/G,Soccer,U-11,5,999,WASHINGTON TWP. - Levy Fields (Virtua),WASHINGTON TWP. - VIRTUA S7,Not Set,Not Set
3128,WASHINGTON UNITED EDP/G,Soccer,U-13,5,999,WASHINGTON TWP-WASH LAKE PARK,F1,Not Set,Not Set
3100,WASHINGTON UNITED EDP/G,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set
2309,WASHINGTON UNITED SOCCER CLUB WUSC 2011,Soccer,U-12,5,999,WASHINGTON TWP-WASH LAKE PARK,S7,Not Set,Not Listed
2665,WASHINGTON UNITED SOCCER CLUB WUSC 2013,Soccer,U-10,5,999,WASHINGTON TWP- H.S.,S7,Not Set,Not Listed
2801,WASHINGTON UNITED SOCCER CLUBWUSC 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
2759,WASHINGTON UNITED SOCCER CLUBWUSC 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Set
3099,WASINGTON UNITED EDP/B,Soccer,U-14,5,999,WASHINGTON TWP-WASH LAKE PARK,F1,Not Set,Not Set
3284,WATERFORD ATHLETIC ASSN WATERFORD ATHLETIC ASSN WI,Soccer,U-11,5,999,WATERFORD - BURNT MILL FIELD,S1,Not Set,Not Listed
2543,WATERFORD ATHLETIC ASSN WINGS 2012,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Listed
3034,WEST DEPTFORD SC ANIMALS 2015,Soccer,U-8,5,999,Not Set,Not Set,Not Set,Not Set
2511,WEST DEPTFORD SC EAGLES 2014,Soccer,U-9,5,999,Not Set,Not Set,Not Set,Not Listed
2619,WEST DEPTFORD SC HORNETS 2010,Soccer,U-13,5,999,W DEPTFORD-WD PARK,F1,Not Set,Not Listed
2571,WEST DEPTFORD SC UNION 2012,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Listed
2852,WEST DEPTFORD SC VIPERS 2008,Soccer,U-15,5,999,Not Set,Not Set,Not Set,Not Set
2666,WEST DEPTFORD SC WIZARDS 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Listed
2517,WEST DEPTFORD SC WOLFPACK 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Listed
3130,WEST MONT EDP/G,Soccer,U-13,5,999,Not Set,Not Set,Not Set,Not Set
3166,WESTERN LEHIGH EDP/G,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set
3076,WINSLOW TOWNSHIP YSA CYCLONES 2008,Soccer,U-15,5,999,Not Set,Not Set,Not Set,Not Set
2902,WINSLOW TOWNSHIP YSA DYNAMO 2012,Soccer,U-11,5,999,Not Set,Not Set,Not Set,Not Set
2732,WINSLOW TOWNSHIP YSA ENFORCERS 2007,Soccer,U-16,5,999,Not Set,Not Set,Not Set,Not Set
2830,WINSLOW TOWNSHIP YSA RUSH 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
2840,WINSLOW TOWNSHIP YSA SHARKS 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Set
2720,WINSLOW TOWNSHIP YSA SLAYERS 2010,Soccer,U-13,5,999,Not Set,Not Set,Not Set,Not Set
2860,WINSLOW TOWNSHIP YSA VIPERS 2009,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set
2994,WINSLOW TOWNSHIP YSA WILD CATS 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
3441,WINSLOW TOWNSHIP YSA WINSLOW CYCLONES 2008,Soccer,U-15,5,999,Not Set,Not Set,Not Set,Not Set
3384,WINSLOW TOWNSHIP YSA WINSLOW DYNAMO 2012,Soccer,U-11,5,999,WINSLOW TWP - PETER VOLPA,S9,Not Set,Not Set
3436,WINSLOW TOWNSHIP YSA WINSLOW ENFORCERS 2007,Soccer,U-16,5,999,WINSLOW TWP - PETER VOLPA,F1,Not Set,Not Set
3212,WINSLOW TOWNSHIP YSA WINSLOW GOBLINS 2004,Soccer,U-19,5,999,WINSLOW TWP - PETER VOLPA,F1,Not Set,Not Set
3418,WINSLOW TOWNSHIP YSA WINSLOW RUSH 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
3416,WINSLOW TOWNSHIP YSA WINSLOW SHARKS 2013,Soccer,U-10,5,999,WINSLOW TWP - PETER VOLPA,S7,Not Set,Not Set
3437,WINSLOW TOWNSHIP YSA WINSLOW SLAYERS 2010,Soccer,U-13,5,999,Not Set,Not Set,Not Set,Not Set
3271,WINSLOW TOWNSHIP YSA WINSLOW VIPERS 2009,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set
3222,WINSLOW TOWNSHIP YSA WINSLOW WILDCATS 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
3281,WINSLOW TOWNSHIP YSA WINSLOW WOLVES 2006,Soccer,U-19,5,999,WINSLOW TWP - PETER VOLPA,F1,Not Set,Not Set
2887,WINSLOW TOWNSHIP YSA WOLVES 2006,Soccer,U-18,5,999,Not Set,Not Set,Not Set,Not Set
3495,WOODBURY SOCCER CLUB WOODBURY ARMORY 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
3340,WOODBURY SOCCER CLUB WOODBURY PINES 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Set
2969,WOODBURY SOCCER CLUBWOODBURY ARMORY 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
2779,WOODBURY SOCCER CLUBWOODBURY PINES 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Set
3079,WOODBURY SOCCER CLUBWOODBURY SPITFIRES 2008,Soccer,U-15,5,999,Not Set,Not Set,Not Set,Not Set
2768,WOODSTOWN SOCCER CLUB ANGRY PIGS 2009,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set
3050,WOODSTOWN SOCCER CLUB FURY 2011,Soccer,U-12,5,999,Not Set,Not Set,Not Set,Not Set
3077,WOODSTOWN SOCCER CLUB PREDATORS 2013,Soccer,U-10,5,999,WOODSTOWN,S7,Not Set,Not Set
2716,WOODSTOWN SOCCER CLUB THUNDER 2012,Soccer,U-11,5,999,WOODSTOWN,S9,Not Set,Not Set
3007,WOODSTOWN SOCCER CLUB WARRIORS 2010,Soccer,U-13,5,999,WOODSTOWN,F1,Not Set,Not Set
2722,WOODSTOWN SOCCER CLUB WOLVERINES 2006,Soccer,U-18,5,999,Not Set,Not Set,Not Set,Not Set
2868,WOODSTOWN SOCCER CLUB WOLVERINES 2007,Soccer,U-16,5,999,Not Set,Not Set,Not Set,Not Set
2882,WOODSTOWN SOCCER CLUB WOLVERINES 2010,Soccer,U-13,5,999,WOODSTOWN,F1,Not Set,Not Set
2778,WOODSTOWN SOCCER CLUB WOLVERINES 2013,Soccer,U-10,5,999,WOODSTOWN,S7,Not Set,Not Set
3270,WOODSTOWN SOCCER CLUB WOODSTOWN ANGRY PIGS 2009,Soccer,U-14,5,999,WOODSTOWN,F1,Not Set,Not Set
3493,WOODSTOWN SOCCER CLUB WOODSTOWN FURY 2011,Soccer,U-12,5,999,WOODSTOWN,S9,Not Set,Not Set
3211,WOODSTOWN SOCCER CLUB WOODSTOWN WARRIORS 2010,Soccer,U-13,5,999,Not Set,Not Set,Not Set,Not Set
3452,WOODSTOWN SOCCER CLUB WOODSTOWN WOLVERINES 2007,Soccer,U-16,5,999,WOODSTOWN,F1,Not Set,Not Set
3341,WOODSTOWN SOCCER CLUB WOODSTOWN WOLVERINES 2010,Soccer,U-13,5,999,WOODSTOWN,F1,Not Set,Not Set
3199,WOODSTOWN SOCCER CLUB WOODSTOWN WOLVERINES 2013,Soccer,U-10,5,999,Not Set,Not Set,Not Set,Not Set
3086,WSA UNION COUNTY EDP/G,Soccer,U-14,5,999,Not Set,Not Set,Not Set,Not Set